PUF_Type,Attack_Type,Temperature,Voltage,Accuracy
Arbiter PUF,Logistic Regression,140,0.8,0.9485
Arbiter PUF,Logistic Regression,140,0.9,0.9545
Arbiter PUF,Logistic Regression,140,1.0,0.957
Arbiter PUF,Logistic Regression,140,1.1,0.961
Arbiter PUF,Logistic Regression,140,1.2,0.9605
Arbiter PUF,Logistic Regression,140,1.3,0.9635
Arbiter PUF,Logistic Regression,140,1.4,0.966
Arbiter PUF,Logistic Regression,140,1.5,0.967
Arbiter PUF,Logistic Regression,140,1.6,0.9685
Arbiter PUF,Logistic Regression,140,1.7,0.9695
Arbiter PUF,Logistic Regression,140,1.8,0.968
Arbiter PUF,Logistic Regression,140,1.9,0.9675
Arbiter PUF,Logistic Regression,140,2.0,0.9675
Arbiter PUF,Logistic Regression,140,2.1,0.966
Arbiter PUF,Logistic Regression,140,2.2,0.963
Arbiter PUF,Logistic Regression,140,2.3,0.9615
Arbiter PUF,Logistic Regression,140,2.4,0.9605
Arbiter PUF,Logistic Regression,140,2.5,0.958
Arbiter PUF,Logistic Regression,140,2.6,0.955
Arbiter PUF,Logistic Regression,140,2.7,0.955
Arbiter PUF,Logistic Regression,140,2.8,0.9525
Arbiter PUF,Logistic Regression,140,2.9,0.9495
