PUF_Type,Attack_Type,Temperature,Voltage,Accuracy
Interpose PUF,MLP Attack,80,0.8,0.9465
Interpose PUF,MLP Attack,80,0.9,0.9455
Interpose PUF,MLP Attack,80,1.0,0.946
Interpose PUF,MLP Attack,80,1.1,0.9445
Interpose PUF,MLP Attack,80,1.2,0.9445
Interpose PUF,MLP Attack,80,1.3,0.9445
Interpose PUF,MLP Attack,80,1.4,0.9425
Interpose PUF,MLP Attack,80,1.5,0.9415
Interpose PUF,MLP Attack,80,1.6,0.936
Interpose PUF,MLP Attack,80,1.7,0.934
Interpose PUF,MLP Attack,80,1.8,0.93
Interpose PUF,MLP Attack,80,1.9,0.9225
Interpose PUF,MLP Attack,80,2.0,0.9205
Interpose PUF,MLP Attack,80,2.1,0.9145
Interpose PUF,MLP Attack,80,2.2,0.906
Interpose PUF,MLP Attack,80,2.3,0.901
Interpose PUF,MLP Attack,80,2.4,0.8895
Interpose PUF,MLP Attack,80,2.5,0.882
Interpose PUF,MLP Attack,80,2.6,0.872
Interpose PUF,MLP Attack,80,2.7,0.8655
Interpose PUF,MLP Attack,80,2.8,0.8545
Interpose PUF,MLP Attack,80,2.9,0.849
Interpose PUF,MLP Attack,90,0.8,0.9465
Interpose PUF,MLP Attack,90,0.9,0.9445
Interpose PUF,MLP Attack,90,1.0,0.9465
Interpose PUF,MLP Attack,90,1.1,0.9445
Interpose PUF,MLP Attack,90,1.2,0.9435
Interpose PUF,MLP Attack,90,1.3,0.944
Interpose PUF,MLP Attack,90,1.4,0.9425
Interpose PUF,MLP Attack,90,1.5,0.941
Interpose PUF,MLP Attack,90,1.6,0.94
Interpose PUF,MLP Attack,90,1.7,0.9345
Interpose PUF,MLP Attack,90,1.8,0.9305
Interpose PUF,MLP Attack,90,1.9,0.9275
Interpose PUF,MLP Attack,90,2.0,0.921
Interpose PUF,MLP Attack,90,2.1,0.919
Interpose PUF,MLP Attack,90,2.2,0.9125
Interpose PUF,MLP Attack,90,2.3,0.905
Interpose PUF,MLP Attack,90,2.4,0.8975
Interpose PUF,MLP Attack,90,2.5,0.89
Interpose PUF,MLP Attack,90,2.6,0.88
Interpose PUF,MLP Attack,90,2.7,0.872
Interpose PUF,MLP Attack,90,2.8,0.865
Interpose PUF,MLP Attack,90,2.9,0.8545
Interpose PUF,MLP Attack,100,0.8,0.945
Interpose PUF,MLP Attack,100,0.9,0.9445
Interpose PUF,MLP Attack,100,1.0,0.945
Interpose PUF,MLP Attack,100,1.1,0.946
Interpose PUF,MLP Attack,100,1.2,0.9435
Interpose PUF,MLP Attack,100,1.3,0.945
Interpose PUF,MLP Attack,100,1.4,0.944
Interpose PUF,MLP Attack,100,1.5,0.9425
Interpose PUF,MLP Attack,100,1.6,0.941
Interpose PUF,MLP Attack,100,1.7,0.9365
Interpose PUF,MLP Attack,100,1.8,0.934
